ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(Â°C),Water Temp(Â°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
610867780,Photo,Limpkin (Speckled),Aramus guarauna [pictus Group],,Pat Dwyer,2023-10-29,2023.0,10.0,29.0,1216.0,United States,US-FL-115,Florida,Sarasota,Myakka River SP -- Boat Ramp Area,27.2657309,-82.2901297,,,Unspecified,,,,,,,,,S153444024,,,,,,Aramus guarauna,limpki1,Group,5643.0,,0.0,0.0,,3456.0,4608.0
615599246,Photo,Limpkin,Aramus guarauna,,Marilyn Henry,2024-02-14,2024.0,2.0,14.0,833.0,United States,US-FL-095,Florida,Orange,Shingle Creek Trail,28.3729751,-81.4524651,,,Unspecified,,,,,,,,,S161490004,,,,,,Aramus guarauna,limpki,Species,5642.0,,3.0,1.0,,1819.0,2729.0
610903430,Photo,Wood Duck,Aix sponsa,,Saskia DÃ¶hnert,2017-02-05,2017.0,2.0,5.0,0.0,Germany,DE-BW-LB,Baden-WÃ¼rttemberg,Ludwigsburg,"DomÃ¤ne Monrepos, Ludwigsburg",48.9174871,9.1654626,,,Unspecified,,,,,,,,,S154027546,,,,,,Aix sponsa,wooduc,Species,433.0,,4.0,1.0,,1704.0,2272.0
611277861,Photo,Limpkin,Aramus guarauna,,Ioa Byrne,2023-11-18,2023.0,11.0,18.0,1339.0,United States,US-MO-077,Missouri,Greene,Lake Springfield--Lake Springfield Park,37.1160556,-93.2514596,,,Unspecified,,,,,,,,,S154709070,,,,,"Wading bird roughly the size of a great egret with a long slightly, decurved thick bill; speckled brown back. Photos to be added. This list was entirely in the boat launch area, and across the lawn below the interpretive building. It was in the marsh just beyond the lawn where the woods begin.",Aramus guarauna,limpki,Species,5642.0,,4.0,1.0,,3456.0,5184.0
131095671,Photo,Red-tailed Hawk (calurus/alascensis),Buteo jamaicensis calurus/alascensis,,Alex Lamoreaux,2018-11-27,2018.0,11.0,27.0,1241.0,United States,US-OR-029,Oregon,Jackson,Emigrant Lake,42.1433778,-122.6209306,Juvenile,,Unspecified,,,,,,,,,S50261502,,,,,Rufous juvenile. Photos.,Buteo jamaicensis,wrthaw1,Group,8313.0,,5.0,2.0,,3248.0,4944.0
615750559,Photo,Mallard,Anas platyrhynchos,,Bob & Anne-Marie Taylor,2024-03-07,2024.0,3.0,7.0,900.0,Canada,CA-ON-BC,Ontario,Bruce,Chalmers Pond,44.204666,-81.5352058,,,Unspecified,,,,,,,,,S163981876,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,466.0,670.0
615920392,Photo,Glossy Ibis,Plegadis falcinellus,,Hayden Epp,2024-03-11,2024.0,3.0,11.0,844.0,United States,US-FL-095,Florida,Orange,Lake Apopka Wildlife Drive,28.6690476,-81.56128,,,Unspecified,,,,,,,,,S164424728,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3456.0,4608.0
411475691,Photo,Red-tailed Hawk (borealis),Buteo jamaicensis borealis,,Jean Iron,2022-01-30,2022.0,1.0,30.0,1445.0,Canada,CA-ON-TO,Ontario,Toronto,Toronto--Brookbanks Ravine,43.755535,-79.3301296,,,Unspecified,,,,,,,,,S101759618,,,,,"Adult. Very pale below, no belly band. Blotched white scapular V on back. May be one of the breeding pair in the ravine.",Buteo jamaicensis,erthaw1,Group,8316.0,,4.67,3.0,,2707.0,3248.0
173723971,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kevin Williams,2019-08-23,2019.0,8.0,23.0,924.0,United States,US-CO-005,Colorado,Arapahoe,South Platte Park,39.5800825,-105.0324478,,,Unspecified,,,,,,,,,S59200796,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,3888.0,5184.0
615582448,Photo,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,Kevin F Murphy,2024-03-03,2024.0,3.0,3.0,620.0,United States,US-NH-011,New Hampshire,Hillsborough,"Horseshoe Pond, Merrimack",42.8466461,-71.4899254,,,Unspecified,,,,,,,,,S163563600,,,,The larger bird in the back has orange legs.,Orange legs.,Anas platyrhynchos,mallar2,Domestic,518.0,,0.0,0.0,,2057.0,3085.0
36186641,Photo,Razorbill,Alca torda,,Maurice Raymond,2015-07-28,2015.0,7.0,28.0,900.0,Canada,CA-NB-CH,New Brunswick,Charlotte,Grand Manan Island,44.70611,-66.79793,,,Unspecified,,,,,,,,,S24429023,,,,,Sortie Ã  Machias island,Alca torda,razorb,Species,6372.0,,4.5,2.0,,683.0,1024.0
230398431,Photo,American Bittern,Botaurus lentiginosus,,Craig Fosdick,2014-07-19,2014.0,7.0,19.0,1619.0,United States,US-CA-087,California,Santa Cruz,Struve Slough--West Marine,36.9100377,-121.7821383,,,Unspecified,,,,,,,,,S19154685,,,,,"My first for both Santa Cruz County and California. Photographed, by Craig R. Fosdick.   Not rare at Struve Slough or adjacent sloughs that comprise the larger Watsonville Wetlands complex in Santa Cruz County but locally uncommon in the County as a breeder, with most summer records restricted to this large wetlands complex.",Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,1530.0,2297.0
596258321,Photo,Common Myna,Acridotheres tristis,,Afsar Nayakkan,2023-05-21,2023.0,5.0,21.0,704.0,India,IN-KL-KN,Kerala,Kannur,Ezhome,12.0304797,75.2933092,,,Unspecified,,,,,,,,,S139052403,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,2091.0,2394.0
284234981,Photo,Red-tailed Hawk,Buteo jamaicensis,,Brian Rusnica,2020-11-28,2020.0,11.0,28.0,1002.0,United States,US-MA-025,Massachusetts,Suffolk,Belle Isle Marsh Reservation,42.3910639,-70.9930195,Adult â 1,Flying,Unspecified,,,,,,,,,S76801286,,,,,2 ad perched together near Lawn Ave platform. One ad later caught a House Finch near new shed.,Buteo jamaicensis,rethaw,Species,8312.0,,4.5,6.0,,2880.0,5120.0
222283161,Photo,Red-tailed Hawk,Buteo jamaicensis,,Denise Hargrove,2019-11-03,2019.0,11.0,3.0,1355.0,United States,US-NC-021,North Carolina,Buncombe,Biltmore Estate--Deer Park River Trail,35.5534398,-82.5865245,,,Unspecified,,,,,,,,,S61162130,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,1937.0,2906.0
615805517,Photo,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,Celeste Echlin,2024-03-08,2024.0,3.0,8.0,1218.0,United States,US-CT-009,Connecticut,New Haven,Hammonasset Beach SP,41.2619859,-72.5548234,,,Unspecified,,,,,,,,,S164143078,,,,,"Swan Pond, male with a very white chest swimming with American Black Duck.",Anas platyrhynchos,mallar2,Domestic,518.0,,0.0,0.0,,1327.0,1769.0
294051351,Photo,Razorbill,Alca torda,,Carolyn Longworth,2021-01-03,2021.0,1.0,3.0,850.0,United States,US-MA-005,Massachusetts,Bristol,Fort Phoenix State Reservation,41.6250751,-70.9029646,,,Unspecified,,,,,,,,,S78565363,,,,,,Alca torda,razorb,Species,6372.0,,3.0,1.0,,970.0,1400.0
610760552,Photo,Common Myna,Acridotheres tristis,,Jennifer Broadwater,2023-10-27,2023.0,10.0,27.0,730.0,United States,US-HI-001,Hawaii,Hawaii,Kailua-Kona Town Area (AliÊ»i Drive and vicinity),19.6350941,-155.9902231,,,Unspecified,,,,,,,,,S153771110,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,,
276500521,Photo,American Bittern,Botaurus lentiginosus,,Eli Holton,2020-11-01,2020.0,11.0,1.0,1030.0,United States,US-CT-009,Connecticut,New Haven,Hammonasset Beach SP,41.2619859,-72.5548234,,,Unspecified,,,,,,,,,S75696130,,,,,"The best looks I have EVER had for this species. Same place as yesterday, this bird got less than three feet away from me and caught food right in front of me. Many photos. Amazing experience!",Botaurus lentiginosus,amebit,Species,7335.0,,4.2,5.0,,2134.0,3201.0
609820364,Photo,Glossy Ibis,Plegadis falcinellus,,Fernando T Rico,2023-10-11,2023.0,10.0,11.0,945.0,Spain,ES-AN-CO,AndalucÃ­a,CÃ³rdoba,Puente Romano de CÃ³rdoba,37.8767165,-4.7779799,,,Unspecified,,,,,,,,,S151939276,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,4.0,2.0,,2313.0,2941.0
615945776,Photo,Glossy Ibis,Plegadis falcinellus,,Ute Langner,2024-03-10,2024.0,3.0,10.0,1711.0,Saudi Arabia,SA-02,Makkah,,KAUST--Safaa Golf Club (restricted access),22.3213189,39.1157484,,,Unspecified,,,,,,,,,S164493579,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3888.0,5184.0
426052381,Photo,Long-eared Owl,Asio otus,,Pantea Golzari,2022-03-17,2022.0,3.0,17.0,1050.0,Iran,IR-19,Gilan,,Anzali Lagoon--IBA IR0040--Khazar Villa Town & Pier--Ø´ÙØ±Ú© Ù Ø§Ø³Ú©ÙÙ Ø®Ø²Ø± ÙÛÙØ§--ÙØ±Ø¯Ø§Ø¨ Ø§ÙØ²ÙÛ,37.4791493,49.3730521,,,Unspecified,,,,,,,,,S105013040,,,,,Again found two of our owls in the bare trees by the street. Later saw a third one up on a tree next to the very dense White Magnolia trees they usually spend the day in.,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,3216.0,4824.0
613589800,Photo,Glossy Ibis,Plegadis falcinellus,,Tristan Yoo,2024-01-09,2024.0,1.0,9.0,740.0,United States,US-FL-095,Florida,Orange,Orlando Wetlands Park,28.5700783,-80.9963373,,,Unspecified,,,,,,,,,S158506050,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,4.5,2.0,,1365.0,2048.0
453310601,Photo,Long-eared Owl,Asio otus,,tom cosburn,2022-03-17,2022.0,3.0,17.0,1230.0,Canada,CA-ON-TO,Ontario,Toronto,Toronto--Colonel Samuel Smith Park,43.5910609,-79.5112485,,,Unspecified,,,,,,,,,S105028735,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,3000.0,4000.0
613071341,Photo,Glossy Ibis,Plegadis falcinellus,,Keith Langdon,2024-01-03,2024.0,1.0,3.0,1153.0,United Kingdom,GB-ENG-NFK,England,Norfolk,Stiffkey Village and Farmland,52.9531047,0.9251679,,,Unspecified,,,,,,,,,S157925674,,,,,"Continuing juvenile, at far southeast end of floods south of Red Lion Pub",Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1625.0,2188.0
612689472,Photo,Snowy Owl,Bubo scandiacus,,Sue Ascher,2018-02-21,2018.0,2.0,21.0,1600.0,United States,US-WI-087,Wisconsin,Outagamie,"Freedom Area, Outagamie County",44.3634553,-88.277936,,,Unspecified,,,,,,,,,S157202832,,,,,Actual count. Not unusual for this area. Photos,Bubo scandiacus,snoowl1,Species,8704.0,,3.0,1.0,,1876.0,1551.0
613623746,Photo,American Robin,Turdus migratorius,,Steven McClellan,2024-01-16,2024.0,1.0,16.0,741.0,Canada,CA-ON-TO,Ontario,Toronto,Toronto--Toronto Islands,43.6165143,-79.3821734,,,Unspecified,,,,,,,,,S159085072,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,4000.0,6000.0
531174471,Photo,Long-eared Owl (American),Asio otus wilsonianus/tuftsi,,Aidan Kiley,,,,,,United States,US-CT-001,Connecticut,Fairfield,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl1,Group,9046.0,,0.0,0.0,,3712.0,5568.0
615228740,Photo,Glossy Ibis,Plegadis falcinellus,,Michael Weisensee,2024-02-23,2024.0,2.0,23.0,801.0,United States,US-FL-115,Florida,Sarasota,The Celery Fields,27.3253186,-82.4336821,,,Unspecified,,,,,,,,,S162650368,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3456.0,4608.0
612691405,Photo,Glossy Ibis,Plegadis falcinellus,,Jonathan Hoiles,2023-12-02,2023.0,12.0,2.0,1014.0,United States,US-FL-095,Florida,Orange,Newton Park,28.5772006,-81.5865755,,,Unspecified,,,,,,,,,S155627915,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,5.0,2.0,,1920.0,2880.0
294194331,Photo,American Bittern,Botaurus lentiginosus,,Cliff Halverson,2021-01-01,2021.0,1.0,1.0,1300.0,United States,US-CA-047,California,Merced,Merced NWR,37.1776888,-120.6264925,,,Unspecified,,,,,,,,,S78618029,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,853.0,1280.0
252481021,Photo,Red-tailed Hawk,Buteo jamaicensis,,Varick Cowell,2020-07-29,2020.0,7.0,29.0,1041.0,United States,US-MO-101,Missouri,Johnson,Holden City Lake,38.7605,-94.0367,,,Unspecified,,,,,,,,,S71929883,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,,
611531171,Photo,Limpkin,Aramus guarauna,,Sally Nungesser,2023-11-24,2023.0,11.0,24.0,738.0,United States,US-LA-077,Louisiana,Pointe Coupee,"5687 Island Rd, Jarreau US-LA 30.61282, -91.42052 home",30.612816,-91.420524,,,Unspecified,,,,,,,,,S155097942,,,,,On bayou preening; Merlin photo id,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,878.0,829.0
81977351,Photo,Red-tailed Hawk,Buteo jamaicensis,,Peter Svensson,2018-01-14,2018.0,1.0,14.0,1345.0,United States,US-CA-087,California,Santa Cruz,Antonelli Pond,36.955758,-122.0602475,,,Unspecified,,,,,,,,,S41916165,,,,,Immature eating a large rodent.,Buteo jamaicensis,rethaw,Species,8312.0,,3.8,5.0,,1458.0,2430.0
609736380,Photo,Glossy Ibis,Plegadis falcinellus,,Ravi Jesudas,2023-10-08,2023.0,10.0,8.0,630.0,India,IN-TN-CO,Tamil Nadu,Coimbatore,Kurichi Kulam,10.9648175,76.9651079,,,Unspecified,,,,,,,,,S151772670,,,,,Approximate number,Plegadis falcinellus,gloibi,Species,7551.0,,5.0,3.0,,1877.0,2816.0
615231909,Photo,American Robin,Turdus migratorius,,Ted Stewart,2024-02-23,2024.0,2.0,23.0,1308.0,Canada,CA-ON-TO,Ontario,Toronto,Toronto--Rouge Beach Park,43.7928136,-79.1207886,,,Unspecified,,,,,,,,,S162694783,,,,,,Turdus migratorius,amerob,Species,28096.0,,2.0,1.0,,3004.0,2105.0
497449811,Photo,Long-eared Owl,Asio otus,,Cristina Rappa,2022-10-24,2022.0,10.0,24.0,1124.0,Portugal,PT-02-CV,Beja,Castro Verde,Centro urbano de Castro Verde,37.7006301,-8.0866456,,,Unspecified,,,,,,,,,S121260460,,,,,Contagem exacta.,Asio otus,loeowl,Species,9045.0,,5.0,2.0,,2048.0,1886.0
440590111,Photo,Razorbill,Alca torda,,David Turgeon,2019-07-27,2019.0,7.0,27.0,1801.0,Canada,CA-QC-HC,Quebec,La Haute-CÃ´te-Nord,Grande Pointe,48.3359943,-69.392273,Adult â 1,Flying,Unspecified,,,,,,,,,S58503537,,,,,Nous passe tout juste devant les yeux.,Alca torda,razorb,Species,6372.0,,4.0,1.0,,1598.0,2397.0
614464468,Photo,Common Loon,Gavia immer,,Matt M.,2024-01-27,2024.0,1.0,27.0,855.0,United States,US-NY-047,New York,Kings,Plumb Beach,40.5823284,-73.9153746,,,Unspecified,,,,,,,,,S160231874,,,,,,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,1193.0,2465.0
533290441,Photo,Long-eared Owl,Asio otus,,Hazem Alkhan,,,,,,United States,US-IL-031,Illinois,Cook,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,3024.0,4032.0
615233234,Photo,Mallard,Anas platyrhynchos,,francesca pastine,2024-02-15,2024.0,2.0,15.0,1621.0,United States,US-CA-075,California,San Francisco,Heron's Head Park,37.7381243,-122.3725462,,,Unspecified,,,,,,,,,S161610376,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,2944.0,4416.0
611621716,Photo,Glossy Ibis,Plegadis falcinellus,,Aruvi Poomali,2023-11-26,2023.0,11.0,26.0,1209.0,India,IN-MH-CH,Maharashtra,Chandrapur,"Chandrapur, Maharashtra, IN (20.461, 79.374)",20.4610237,79.3743672,,,Unspecified,,,,,,,,,S155221143,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1536.0,2048.0
615520725,Photo,Mallard,Anas platyrhynchos,,Ken  Czworka,2024-02-21,2024.0,2.0,21.0,1025.0,United States,US-NY-029,New York,Erie,Unity Island--Pier,42.9349353,-78.9072847,,,Unspecified,,,,,,,,,S162458967,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,1893.0,3037.0
524403921,Photo,Red-tailed Hawk,Buteo jamaicensis,,Linda Chittum,2023-01-06,2023.0,1.0,6.0,1510.0,United States,US-CO-077,Colorado,Mesa,Glade Park area,38.9947728,-108.7418175,,,Unspecified,,,,,,,,,S126105725,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,4.0,,2085.0,3128.0
610698741,Photo,Limpkin,Aramus guarauna,,Tim Ellens,2023-10-30,2023.0,10.0,30.0,815.0,United States,US-FL-099,Florida,Palm Beach,Peaceful Waters Sanctuary,26.631443,-80.2332294,,,Unspecified,,,,,,,,,S153657816,,,,,,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,2031.0,3046.0
612619042,Photo,Glossy Ibis,Plegadis falcinellus,,Austin C & Haocong R,2023-12-22,2023.0,12.0,22.0,1051.0,Portugal,PT-14-BE,SantarÃ©m,Benavente,RN EstuÃ¡rio do Tejo--Ã¡rea geral,38.8001204,-8.9564324,,,Unspecified,,,,,,,,,S157045443,,,,,"Numerous, huge âdark cloudsâ when all taking off together.",Plegadis falcinellus,gloibi,Species,7551.0,,3.0,1.0,,3295.0,4607.0
612229670,Photo,Common Loon,Gavia immer,,Beverly Reynolds,2023-12-13,2023.0,12.0,13.0,1549.0,United States,US-CA-073,California,San Diego,Lake Miramar,32.9151015,-117.1000592,,,Unspecified,,,,,,,,,S156282872,,,,,"Found when out looking for the Pacific Loon...what are the odds? Nonbreeding plumage individual floating on the northeast side of the lake, hanging out near a dock. Chunky bird with a long pointed bill, dark grey back, white throat and chest. Photos to come.",Gavia immer,comloo,Species,6774.0,,2.0,2.0,,639.0,958.0
528353761,Photo,Razorbill,Alca torda,,kirsten olsen,2023-01-23,2023.0,1.0,23.0,1015.0,Spain,ES-CB,Cantabria,,"Marismas de SantoÃ±a, Victoria y Joyel PNat--Puerto de SantoÃ±a",43.4394939,-3.4620103,,,Unspecified,,,,,,,,,S126957923,,,,,,Alca torda,razorb,Species,6372.0,,3.0,1.0,,2588.0,3677.0
207968241,Photo,Razorbill,Alca torda,,Keith Leonard,2020-02-08,2020.0,2.0,8.0,923.0,United States,US-NJ-025,New Jersey,Monmouth,Shark River Inlet,40.1871294,-74.0080422,,,Unspecified,,,,,,,,,S64231673,,,,,,Alca torda,razorb,Species,6372.0,,3.0,1.0,,2525.0,3610.0
33913861,Photo,Razorbill,Alca torda,Fratercula arctica -- Atlantic Puffin,Alex Lin-Moore,2006-06-27,2006.0,6.0,27.0,800.0,United States,US-ME-029,Maine,Washington,Machias Seal Island,44.5017664,-67.1008222,Adult â 7,,Unspecified,,,,,,,,,S21055498,,,,,,Alca torda,razorb,Species,6372.0,,4.0,2.0,,1920.0,2560.0
614608987,Photo,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,Henry Witsken,2024-02-09,2024.0,2.0,9.0,723.0,United States,US-CA-113,California,Yolo,UC Davis--Arboretum,38.5309118,-121.7603159,,,Unspecified,,,,,,,,,S161037644,,,,,,Anas platyrhynchos,mallar2,Domestic,518.0,,0.0,0.0,,3201.0,4971.0
615717942,Photo,Wood Duck,Aix sponsa,,Betty Beckham,2024-02-15,2024.0,2.0,15.0,948.0,United States,US-FL-081,Florida,Manatee,back yardUS-Florida-Bradenton-8612 54th Avenue West - 27.451x-82.649,27.4505667,-82.6490586,,,Unspecified,,,,,,,,,S161648711,,,,,Male & female,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,3648.0,5472.0
614323923,Photo,American Robin,Turdus migratorius,,Brett Bickel,2024-02-02,2024.0,2.0,2.0,1627.0,United States,US-FL-083,Florida,Marion,Big Sun Soccer Complex,29.161138,-82.0824469,,,Unspecified,,,,,,,,,S160452124,,,,,,Turdus migratorius,amerob,Species,28096.0,,4.5,2.0,,1507.0,2009.0
610471825,Photo,Limpkin,Aramus guarauna,,Luis Munoz,2023-10-28,2023.0,10.0,28.0,730.0,United States,US-IL-043,Illinois,DuPage,Fullersburg Woods Forest Preserve,41.8260667,-87.9323167,,,Unspecified,,,,,,,,,S153257090,,,,,,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,2358.0,3094.0
518442931,Photo,Snowy Owl,Bubo scandiacus,,Dawn Garcia,2022-12-30,2022.0,12.0,30.0,1200.0,United States,US-CA-059,California,Orange,"stakeout Snowy Owl, Cypress (2022-2023)",33.792372,-118.0201643,,,Unspecified,,,,,,,,,S124946817,,,,,Big white owl with black barring.flat surface roof perch (not trees). Thank you Shirley R for taking me to see this OC SoCal snowy wonder.,Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,3024.0,4032.0
541377801,Photo,Common Myna,Acridotheres tristis,,Bijoy Venugopal,2023-03-02,2023.0,3.0,2.0,1716.0,India,IN-KA-BN,Karnataka,Bengaluru Urban,Saul Kere / Sowl Kere,12.9183781,77.6803565,,,Unspecified,,,,,,,,,S129974933,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,2516.0,4475.0
500997911,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kevin Zhong,2022-11-05,2022.0,11.0,5.0,1339.0,Canada,CA-ON-TO,Ontario,Toronto,Toronto--G. Ross Lord Park,43.7778492,-79.4605279,,,Unspecified,,,,,,,,,S121914677,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,2651.0,3712.0
564832411,Photo,Long-eared Owl (Eurasian),Asio otus otus/canariensis,,Stephen Bailey,,,,,,United Kingdom,GB-ENG-DBY,England,Derbyshire,,,,Adult â 1,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl2,Group,9049.0,,0.0,0.0,Nest,1080.0,1440.0
615017147,Photo,Mallard,Anas platyrhynchos,,Skylar Carson-Reynolds,2024-02-14,2024.0,2.0,14.0,1615.0,United States,US-TN-149,Tennessee,Rutherford,Murfree Spring Wetlands at the Discovery Center,35.8398987,-86.3900916,,,Unspecified,,,,,,,,,S161521333,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,1166.0,1748.0
614076256,Photo,American Robin,Turdus migratorius,,Anonymous,2024-01-27,2024.0,1.0,27.0,1306.0,United States,US-CA-081,California,San Mateo,"1262 Aspen Dr, Pacifica US-CA 37.58707, -122.47545",37.587066,-122.475446,,,Unspecified,,,,,,,,,S159970735,,,,,There were at least dozen robins here now as I could see them resting overhead in the elm tree in the reflection glass at bottom of my garden window and count a dozen while some were still feeding on the English ivy berries they return for every year.,Turdus migratorius,amerob,Species,28096.0,,4.0,1.0,,2440.0,2440.0
614206501,Photo,Glossy Ibis,Plegadis falcinellus,,Randall Owen,2024-01-30,2024.0,1.0,30.0,1530.0,United States,US-FL-095,Florida,Orange,Newton Park,28.5772006,-81.5865755,,,Unspecified,,,,,,,,,S160222002,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,4.0,1.0,,2865.0,3374.0
614256592,Photo,Razorbill,Alca torda,,Peter Paul,2024-01-27,2024.0,1.0,27.0,800.0,United States,US-NY-059,New York,Nassau,Brooklyn Pelagic Trip (American Princess) 01272024 B,40.3907886,-73.7011288,,,Unspecified,,,,,,,,,S160309484,,,,,,Alca torda,razorb,Species,6372.0,,3.0,2.0,,1517.0,2096.0
517600911,Photo,Snowy Owl,Bubo scandiacus,,Marcie Mason,2022-12-28,2022.0,12.0,28.0,1017.0,United States,US-CA-059,California,Orange,"stakeout Snowy Owl, Cypress (2022-2023)",33.792372,-118.0201643,,,Unspecified,,,,,,,,,S124801286,,,,,"Continuing bird.  Large owl, with white face, yellow eyes, and extensive dark barring on head, breast, wings and back.",Bubo scandiacus,snoowl1,Species,8704.0,,2.0,1.0,,2461.0,3672.0
521224461,Photo,Snowy Owl,Bubo scandiacus,,Justin Hartsell,2023-01-06,2023.0,1.0,6.0,1630.0,United States,US-CA-059,California,Orange,"stakeout Snowy Owl, Cypress (2022-2023)",33.792372,-118.0201643,,,Unspecified,,,,,,,,,S125580545,,,,,Sitting on a chimney since 8am. Continuing rare bird. See photos,Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,3456.0,5184.0
613674237,Photo,Glossy Ibis,Plegadis falcinellus,,Mohanan Choron,2024-01-14,2024.0,1.0,14.0,1014.0,India,IN-KL-KN,Kerala,Kannur,"Ezhome Road, Ezhome, Kerala, IN (12.027, 75.28)",12.0274458,75.2798092,,,Unspecified,,,,,,,,,S158859189,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1603.0,2134.0
615840977,Photo,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,Ralph Miner,2024-03-09,2024.0,3.0,9.0,1549.0,United States,US-IL-089,Illinois,Kane,Advocate Sherman Geothermal Lake,42.0679157,-88.328294,,,Unspecified,,,,,,,,,S164258003,,,,,,Anas platyrhynchos,mallar2,Domestic,518.0,,0.0,0.0,,1563.0,2084.0
